"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"dateIdentified"	"coordinateUncertaintyInMeters"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"references"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"rightsHolder"	"identifier"	"verbatimEventDate"	"datasetName"	"collectionCode"	"verbatimLocality"	"gbifID"	"occurrenceID"	"taxonID"	"recordedBy"	"catalogNumber"	"http...unknown.org.occurrenceDetails"	"institutionCode"	"rights"	"eventTime"	"identificationID"	"individualCount"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"habitat"	"municipality"	"county"	"locality"	"continent"	"identificationVerificationStatus"	"language"	"type"	"occurrenceStatus"	"vernacularName"	"taxonConceptID"	"informationWithheld"	"endDayOfYear"	"startDayOfYear"	"datasetID"	"accessRights"	"higherClassification"	"scientificNameID"	"originalNameUsage"	"infraspecificEpithet"	"occurrenceRemarks"	"institutionID"	"ownerInstitutionCode"	"samplingProtocol"	"fieldNotes"
"Dactylis glomerata"	1425331766	59.648402	10.990402	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:12.078+0000"	"2017-01-23T15:08:17.039+0000"	20	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	NA	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-02T14:56:09.000+0000"	"2017-02-17T20:48:25.832+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16099990"	NA	NA	"SO2-Vascular"	NA	"1425331766"	"NBF:SO2-Vascular:16099990"	NA	"K<U+00E5>re Arnstein Lye"	"16099990"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"p<U+00E5> vegkant mot berg"	"Hob<U+00F8>l"	"<U+00D8>stfold"	"riksveg 120, avk<U+00F8>yring til Foss, Hob<U+00F8>l, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Elymus repens"	1433742129	57.681764	11.934873	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:29:16.391+0000"	"2017-10-27T18:30:40.570+0000"	138	"none"	"HUMAN_OBSERVATION"	2706649	6	7707728	196	1369	3073	5290243	5290299	"Elytrigia repens (L.) Nevski"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Elymus"	"Elymus repens"	"Elytrigia"	"repens"	"SPECIES"	NA	264	2017	1	1	"2017-01-01T00:00:00.000+0000"	"2017-01-01T17:37:30.000+0000"	"2017-10-27T18:30:43.615+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Johan Ennerfelt"	"urn:lsid:artportalen.se:Sighting:62644150"	NA	NA	"Artportalen"	NA	"1433742129"	"urn:lsid:artportalen.se:Sighting:62644150"	"urn:lsid:dyntaxa.se:Taxon:222449"	"Johan Ennerfelt"	"103513755"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"G<U+00F6>teborg"	"V<U+00E4>sterg<U+00F6>tland"	"Dalen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"kvickrot"	"urn:lsid:dyntaxa.se:Taxon:222449"	"More information can be obtained from the Data Provider."	"1"	"1"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1434005520	59.772777	17.549218	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:40.194+0000"	"2017-10-27T18:41:19.061+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	50	2017	1	24	"2017-01-24T00:00:00.000+0000"	"2017-01-24T20:56:53.000+0000"	"2017-10-27T18:41:39.308+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62961983"	NA	NA	"Artportalen"	NA	"1434005520"	"urn:lsid:artportalen.se:Sighting:62961983"	"urn:lsid:dyntaxa.se:Taxon:221193"	"Owe Rosengren, Tor Jonzon, <U+00C5>ke Berg, Patrick Fritzson"	"103806159"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"<U+00E4>ngsmark/l<U+00F6>vskogsbrynbryn"	"Uppsala"	"Uppland"	"<U+00C4>nnesta"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"24"	"24"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia flexuosa"	1434159129	57.698679	16.670737	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:52:00.032+0000"	"2017-10-27T18:43:30.318+0000"	138	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	250	2017	1	30	"2017-01-30T00:00:00.000+0000"	"2017-01-30T22:49:34.000+0000"	"2017-10-27T18:45:21.621+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Jan Henriksson"	"urn:lsid:artportalen.se:Sighting:63126323"	NA	NA	"Artportalen"	NA	"1434159129"	"urn:lsid:artportalen.se:Sighting:63126323"	"urn:lsid:dyntaxa.se:Taxon:222416"	"Jan Henriksson"	"103972845"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"V<U+00E4>stervik"	"Sm<U+00E5>land"	"Tallebov<U+00E4>gen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"krust<U+00E5>tel"	"urn:lsid:dyntaxa.se:Taxon:222416"	"More information can be obtained from the Data Provider."	"30"	"30"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	"urn:lsid:dyntaxa.se:TaxonName:90619"	"Aira flexuosa L."	NA	NA	NA	NA	NA	NA
"Melica altissima"	1434171732	59.86694	17.617481	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:52:48.486+0000"	"2017-10-27T18:43:51.079+0000"	138	"none"	"HUMAN_OBSERVATION"	2703109	6	7707728	196	1369	3073	2703093	2703109	"Melica altissima L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Melica"	"Melica altissima"	"Melica"	"altissima"	"SPECIES"	NA	10	2017	1	31	"2017-01-31T00:00:00.000+0000"	"2017-01-31T17:15:28.000+0000"	"2017-10-27T18:45:57.748+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:63141191"	NA	NA	"Artportalen"	NA	"1434171732"	"urn:lsid:artportalen.se:Sighting:63141191"	"urn:lsid:dyntaxa.se:Taxon:221707"	"Owe Rosengren, <U+00C5>ke Berg"	"103997009"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"banvall/skr<U+00E4>pmark"	"Uppsala"	"Uppland"	"Fd. Norra station"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"j<U+00E4>tteslok"	"urn:lsid:dyntaxa.se:Taxon:221707"	"More information can be obtained from the Data Provider."	"31"	"31"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Poa alpina"	1797650241	59.637301	11.152701	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:20.667+0000"	"2017-12-21T06:58:20.701+0000"	20	"none"	"HUMAN_OBSERVATION"	2704234	6	7707728	196	1369	3073	2704173	2704234	"Poa alpina L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa alpina"	"Poa"	"alpina"	"SPECIES"	NA	NA	2017	1	27	"2017-01-27T00:00:00.000+0000"	"2017-01-27T15:19:26.000+0000"	"2017-12-21T06:58:23.080+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16251859"	NA	NA	"SO2-Vascular"	NA	"1797650241"	"NBF:SO2-Vascular:16251859"	NA	"K<U+00E5>re Arnstein Lye"	"16251859"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"p<U+00E5> sementkant"	"Spydeberg"	"<U+00D8>stfold"	"Solbergfoss, s<U+00F8>rvest for demningen, Spydeberg, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1425335568	59.716399	10.713703	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:13.984+0000"	"2017-01-23T15:08:21.693+0000"	20	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	NA	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-07T14:56:14.000+0000"	"2017-02-19T08:50:56.342+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16132605"	NA	NA	"SO2-Vascular"	NA	"1425335568"	"NBF:SO2-Vascular:16132605"	NA	"K<U+00E5>re Arnstein Lye"	"16132605"	NA	"NBF"	NA	NA	NA	0	20	0	0	"Akershus"	"p<U+00E5> havstrand"	"Frogn"	"Akershus"	"Bonn, innerst i Bunnefjorden, Frogn, Ak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Molinia caerulea"	1425339517	58.484307	5.898185	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:15.432+0000"	"2017-01-23T15:08:26.195+0000"	20	"none"	"HUMAN_OBSERVATION"	5289877	6	7707728	196	1369	3073	2703905	5289877	"Molinia caerulea (L.) Moench"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Molinia"	"Molinia caerulea"	"Molinia"	"caerulea"	"SPECIES"	NA	NA	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-12T20:37:36.000+0000"	"2017-02-18T23:40:39.371+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16160406"	NA	NA	"SO2-Vascular"	NA	"1425339517"	"NBF:SO2-Vascular:16160406"	NA	"Endre Nygaard"	"16160406"	NA	"NBF"	NA	NA	NA	0	5	0	0	"Rogaland"	NA	"Eigersund"	"Rogaland"	"Hellvik, Eigersund, Ro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Deschampsia flexuosa"	1425339550	59.585302	10.960102	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:15.448+0000"	"2017-01-23T15:08:26.239+0000"	20	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	NA	2017	1	12	"2017-01-12T00:00:00.000+0000"	"2017-01-12T16:05:16.000+0000"	"2017-03-26T03:18:20.921+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16160192"	NA	NA	"SO2-Vascular"	NA	"1425339550"	"NBF:SO2-Vascular:16160192"	NA	"K<U+00E5>re Arnstein Lye"	"16160192"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"p<U+00E5> lite jorddekt berg"	"Hob<U+00F8>l"	"<U+00D8>stfold"	"Bj<U+00F8>rn<U+00E5>s, nordre toppen, Hob<U+00F8>l, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Glyceria fluitans"	1433977070	56.341036	13.659818	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:55.555+0000"	"2017-10-27T18:41:35.754+0000"	138	"none"	"HUMAN_OBSERVATION"	2705495	6	7707728	196	1369	3073	2705475	2705495	"Glyceria fluitans (L.) R.Br."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Glyceria"	"Glyceria fluitans"	"Glyceria"	"fluitans"	"SPECIES"	NA	50	2017	1	22	"2017-01-22T00:00:00.000+0000"	"2017-01-25T21:06:48.000+0000"	"2017-10-27T18:42:08.861+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Crister Albinsson"	"urn:lsid:artportalen.se:Sighting:62922316"	NA	NA	"Artportalen"	NA	"1433977070"	"urn:lsid:artportalen.se:Sighting:62922316"	"urn:lsid:dyntaxa.se:Taxon:222488"	"Crister Albinsson"	"103829187"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Skogsdike"	"H<U+00E4>ssleholm"	"Sk<U+00E5>ne"	"Flyetskogen, Vittsj<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"mannagr<U+00E4>s"	"urn:lsid:dyntaxa.se:Taxon:222488"	"More information can be obtained from the Data Provider."	"22"	"22"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1433791418	55.441316	12.842863	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:28.681+0000"	"2017-10-27T18:32:32.939+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	454	2017	1	2	"2017-01-02T00:00:00.000+0000"	"2017-01-03T17:07:33.000+0000"	"2017-10-27T18:32:35.596+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Lars Erik Norb<U+00E4>ck"	"urn:lsid:artportalen.se:Sighting:62698744"	NA	NA	"Artportalen"	NA	"1433791418"	"urn:lsid:artportalen.se:Sighting:62698744"	"urn:lsid:dyntaxa.se:Taxon:219733"	"Lars Erik Norb<U+00E4>ck"	"103566914"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Vellinge"	"Sk<U+00E5>ne"	"Skan<U+00F6>rs revlar"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"2"	"2"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1433908853	56.665096	16.482145	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:40:02.505+0000"	"2017-10-27T18:35:55.353+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	50	2017	1	14	"2017-01-14T00:00:00.000+0000"	"2017-01-14T23:05:14.000+0000"	"2017-10-27T18:36:11.915+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Jan-Olof Petersson"	"urn:lsid:artportalen.se:Sighting:62839077"	NA	NA	"Artportalen"	NA	"1433908853"	"urn:lsid:artportalen.se:Sighting:62839077"	"urn:lsid:dyntaxa.se:Taxon:221193"	"Jan-Olof Petersson"	"103696431"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"M<U+00F6>rbyl<U+00E5>nga"	"<U+00D6>land"	"Turistv<U+00E4>gen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"14"	"14"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Elymus repens"	1433888087	59.784027	17.638151	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:37:52.926+0000"	"2017-10-27T18:35:40.754+0000"	138	"none"	"HUMAN_OBSERVATION"	2706649	6	7707728	196	1369	3073	5290243	5290299	"Elytrigia repens (L.) Nevski"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Elymus"	"Elymus repens"	"Elytrigia"	"repens"	"SPECIES"	NA	25	2017	1	12	"2017-01-12T00:00:00.000+0000"	"2017-01-12T21:24:14.000+0000"	"2017-10-27T18:35:57.032+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62814252"	NA	NA	"Artportalen"	NA	"1433888087"	"urn:lsid:artportalen.se:Sighting:62814252"	"urn:lsid:dyntaxa.se:Taxon:222449"	"Owe Rosengren, Patrick Fritzson"	"103677267"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"l<U+00F6>vstrandskog"	"Uppsala"	"Uppland"	"Graneberg"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"kvickrot"	"urn:lsid:dyntaxa.se:Taxon:222449"	"More information can be obtained from the Data Provider."	"12"	"12"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1433919165	59.142603	16.054475	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:42:46.640+0000"	"2017-10-27T18:37:50.826+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	100	2017	1	14	"2017-01-14T00:00:00.000+0000"	"2017-01-15T20:30:43.000+0000"	"2017-10-27T18:37:50.832+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"H<U+00E5>kan Lernefalk"	"urn:lsid:artportalen.se:Sighting:62851508"	NA	NA	"Artportalen"	NA	"1433919165"	"urn:lsid:artportalen.se:Sighting:62851508"	"urn:lsid:dyntaxa.se:Taxon:221193"	"H<U+00E5>kan Lernefalk, Bo Karlsson"	"103717448"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Katrineholm"	"S<U+00F6>dermanland"	"Julita kyrka"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"14"	"14"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Ammophila arenaria"	1797648574	58.753917	5.489829	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:19.120+0000"	"2017-12-21T06:58:19.143+0000"	20	"none"	"HUMAN_OBSERVATION"	5289845	6	7707728	196	1369	3073	2703794	5289845	"Ammophila arenaria (L.) Link"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Ammophila"	"Ammophila arenaria"	"Ammophila"	"arenaria"	"SPECIES"	NA	NA	2017	1	21	"2017-01-21T00:00:00.000+0000"	"2017-01-24T21:15:02.000+0000"	"2017-12-21T06:58:21.218+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16237795"	NA	NA	"SO2-Vascular"	NA	"1797648574"	"NBF:SO2-Vascular:16237795"	NA	"Rune Zakariassen"	"16237795"	NA	"NBF"	NA	NA	NA	100	0	0	0	"Rogaland"	NA	"Klepp"	"Rogaland"	"Nordre Revtangen, Revtangen, Klepp, Ro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Quantity: 100 m2."
"Deschampsia flexuosa"	1425331725	59.51275	10.679567	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:12.072+0000"	"2017-01-23T15:08:17.002+0000"	20	"none"	"HUMAN_OBSERVATION"	4149465	6	7707728	196	1369	3073	2703131	2703179	"Avenella flexuosa (L.) Drejer"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Deschampsia"	"Deschampsia flexuosa"	"Avenella"	"flexuosa"	"SPECIES"	NA	NA	2017	1	1	"2017-01-01T00:00:00.000+0000"	"2017-01-02T14:09:26.000+0000"	"2017-03-26T13:21:59.306+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16099596"	NA	NA	"SO2-Vascular"	NA	"1425331725"	"NBF:SO2-Vascular:16099596"	NA	"Gunnar Engan"	"16099596"	NA	"NBF"	NA	NA	NA	0	10	0	0	"Akershus"	"V-vendt bergvegg n<U+00E6>r sj<U+00F8>en"	"Vestby"	"Akershus"	"Vestby, NL 95 98 Nordre Brevik, Vestby, Ak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
