"name"	"key"	"decimalLatitude"	"decimalLongitude"	"issues"	"datasetKey"	"publishingOrgKey"	"publishingCountry"	"protocol"	"lastCrawled"	"lastParsed"	"crawlId"	"extensions"	"basisOfRecord"	"taxonKey"	"kingdomKey"	"phylumKey"	"classKey"	"orderKey"	"familyKey"	"genusKey"	"speciesKey"	"scientificName"	"kingdom"	"phylum"	"order"	"family"	"genus"	"species"	"genericName"	"specificEpithet"	"taxonRank"	"dateIdentified"	"coordinateUncertaintyInMeters"	"year"	"month"	"day"	"eventDate"	"modified"	"lastInterpreted"	"references"	"license"	"identifiers"	"facts"	"relations"	"geodeticDatum"	"class"	"countryCode"	"country"	"rightsHolder"	"identifier"	"verbatimEventDate"	"datasetName"	"collectionCode"	"verbatimLocality"	"gbifID"	"occurrenceID"	"taxonID"	"recordedBy"	"catalogNumber"	"http...unknown.org.occurrenceDetails"	"institutionCode"	"rights"	"eventTime"	"identificationID"	"individualCount"	"coordinatePrecision"	"elevation"	"elevationAccuracy"	"stateProvince"	"habitat"	"municipality"	"county"	"locality"	"continent"	"identificationVerificationStatus"	"language"	"type"	"occurrenceStatus"	"vernacularName"	"taxonConceptID"	"informationWithheld"	"endDayOfYear"	"startDayOfYear"	"datasetID"	"accessRights"	"higherClassification"	"scientificNameID"	"originalNameUsage"	"infraspecificEpithet"	"occurrenceRemarks"	"institutionID"	"ownerInstitutionCode"	"samplingProtocol"	"fieldNotes"
"Agrostis gigantea"	1433800416	58.996794	16.206695	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:32.232+0000"	"2017-10-27T18:32:36.607+0000"	138	"none"	"HUMAN_OBSERVATION"	2706541	6	7707728	196	1369	3073	2706434	2706541	"Agrostis gigantea Roth"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Agrostis"	"Agrostis gigantea"	"Agrostis"	"gigantea"	"SPECIES"	NA	100	2017	1	4	"2017-01-04T00:00:00.000+0000"	"2017-01-04T14:38:30.000+0000"	"2017-10-27T18:32:40.251+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"H<U+00E5>kan Lernefalk"	"urn:lsid:artportalen.se:Sighting:62708813"	NA	NA	"Artportalen"	NA	"1433800416"	"urn:lsid:artportalen.se:Sighting:62708813"	"urn:lsid:dyntaxa.se:Taxon:222192"	"H<U+00E5>kan Lernefalk"	"103574521"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Katrineholm"	"S<U+00F6>dermanland"	"J<U+00E4>rnv<U+00E4>gsstationen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"storven"	"urn:lsid:dyntaxa.se:Taxon:222192"	"More information can be obtained from the Data Provider."	"4"	"4"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Glyceria maxima"	1433941053	59.766558	17.565855	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:02.673+0000"	"2017-10-27T18:40:26.888+0000"	138	"none"	"HUMAN_OBSERVATION"	2705484	6	7707728	196	1369	3073	2705475	2705484	"Glyceria maxima (Hartm.) Holmb."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Glyceria"	"Glyceria maxima"	"Glyceria"	"maxima"	"SPECIES"	NA	50	2017	1	18	"2017-01-18T00:00:00.000+0000"	"2017-01-18T17:39:10.000+0000"	"2017-10-27T18:40:28.882+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62878259"	NA	NA	"Artportalen"	NA	"1433941053"	"urn:lsid:artportalen.se:Sighting:62878259"	"urn:lsid:dyntaxa.se:Taxon:222491"	"Owe Rosengren, Tor Jonzon, <U+00C5>ke Berg"	"103742368"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"strand<U+00E4>ng"	"Uppsala"	"Uppland"	"Kanalen, Dalbyviken"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"j<U+00E4>ttegr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222491"	"More information can be obtained from the Data Provider."	"18"	"18"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1493277207	59.799638	15.969486	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T02:54:01.827+0000"	"2017-10-27T19:44:45.108+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	350	2017	1	31	"2017-01-31T00:00:00.000+0000"	"2017-04-03T21:53:06.000+0000"	"2017-10-27T19:44:47.694+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Ralf Lundmark"	"urn:lsid:artportalen.se:Sighting:64734556"	NA	NA	"Artportalen"	NA	"1493277207"	"urn:lsid:artportalen.se:Sighting:64734556"	"urn:lsid:dyntaxa.se:Taxon:219733"	"Ralf Lundmark"	"105519315"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Skinnskatteberg"	"V<U+00E4>stmanland"	"Klysnenbr<U+00E4>ndan, SV"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"31"	"31"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Poa palustris"	1425335574	59.716399	10.713102	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:13.975+0000"	"2017-01-23T15:08:21.701+0000"	20	"none"	"HUMAN_OBSERVATION"	2704261	6	7707728	196	1369	3073	2704173	2704261	"Poa palustris L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa palustris"	"Poa"	"palustris"	"SPECIES"	NA	NA	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-07T15:05:18.000+0000"	"2017-02-19T12:02:32.817+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16132652"	NA	NA	"SO2-Vascular"	NA	"1425335574"	"NBF:SO2-Vascular:16132652"	NA	"K<U+00E5>re Arnstein Lye"	"16132652"	NA	"NBF"	NA	NA	NA	0	20	0	0	"Akershus"	"p<U+00E5> vegkant"	"Frogn"	"Akershus"	"Bonn, innerst i Bunnefjorden, Frogn, Ak"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calamagrostis epigejos"	1433796496	58.970234	16.258536	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:16.554+0000"	"2017-10-27T18:32:27.115+0000"	138	"none"	"HUMAN_OBSERVATION"	6431455	6	7707728	196	1369	3073	2704858	6431455	"Calamagrostis epigejos (L.) Roth"	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Calamagrostis"	"Calamagrostis epigejos"	"Calamagrostis"	"epigejos"	"SPECIES"	NA	100	2017	1	3	"2017-01-03T00:00:00.000+0000"	"2017-01-03T23:25:08.000+0000"	"2017-10-27T18:32:29.838+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Bo Karlsson"	"urn:lsid:artportalen.se:Sighting:62704424"	NA	NA	"Artportalen"	NA	"1433796496"	"urn:lsid:artportalen.se:Sighting:62704424"	"urn:lsid:dyntaxa.se:Taxon:222270"	"Bo Karlsson"	"103561945"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"Skogsbryn, v<U+00E4>gsl<U+00E4>nter, diken"	"Katrineholm"	"S<U+00F6>dermanland"	"Knorran 150 m s<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"bergr<U+00F6>r"	"urn:lsid:dyntaxa.se:Taxon:222270"	"More information can be obtained from the Data Provider."	"3"	"3"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1434263571	57.682878	12.203937	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:59:36.701+0000"	"2017-10-27T18:45:44.190+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	200	2017	1	22	"2017-01-22T00:00:00.000+0000"	"2017-02-04T00:53:09.000+0000"	"2017-10-27T18:48:56.252+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"P<U+00E4>r Lydmark"	"urn:lsid:artportalen.se:Sighting:63246133"	NA	NA	"Artportalen"	NA	"1434263571"	"urn:lsid:artportalen.se:Sighting:63246133"	"urn:lsid:dyntaxa.se:Taxon:219733"	"P<U+00E4>r Lydmark, Nils Lydmark"	"104123167"	NA	"ArtDatabanken"	NA	"14:10:00 - 15:10:00"	NA	0	NA	NA	NA	NA	NA	"H<U+00E4>rryda"	"V<U+00E4>sterg<U+00F6>tland"	"Sj<U+00F6>holmen"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"22"	"22"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1433976968	56.341036	13.659818	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:55.562+0000"	"2017-10-27T18:41:35.741+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	50	2017	1	22	"2017-01-22T00:00:00.000+0000"	"2017-01-25T21:06:43.000+0000"	"2017-10-27T18:42:08.788+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Crister Albinsson"	"urn:lsid:artportalen.se:Sighting:62922293"	NA	NA	"Artportalen"	NA	"1433976968"	"urn:lsid:artportalen.se:Sighting:62922293"	"urn:lsid:dyntaxa.se:Taxon:221193"	"Crister Albinsson"	"103829166"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"V<U+00E4>grensgl<U+00E4>nta i blandskog"	"H<U+00E4>ssleholm"	"Sk<U+00E5>ne"	"Flyetskogen, Vittsj<U+00F6>"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"22"	"22"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Nardus stricta"	1425344061	59.345498	10.659301	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.188+0000"	"2017-01-23T15:08:31.337+0000"	20	"none"	"HUMAN_OBSERVATION"	2702717	6	7707728	196	1369	3073	2702716	2702717	"Nardus stricta L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Nardus"	"Nardus stricta"	"Nardus"	"stricta"	"SPECIES"	NA	NA	2017	1	19	"2017-01-19T00:00:00.000+0000"	"2017-01-19T17:55:13.000+0000"	"2017-02-19T01:07:45.642+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16200602"	NA	NA	"SO2-Vascular"	NA	"1425344061"	"NBF:SO2-Vascular:16200602"	NA	"K<U+00E5>re Arnstein Lye"	"16200602"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"mellom strandberg"	"Rygge"	"<U+00D8>stfold"	"Brentetangen, nord for Larkollen, Rygge, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Poa chaixii"	1434021369	59.842895	17.625458	"cdround,gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:45:58.804+0000"	"2017-10-27T18:41:39.105+0000"	138	"none"	"HUMAN_OBSERVATION"	2704211	6	7707728	196	1369	3073	2704173	2704211	"Poa chaixii Vill."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Poa"	"Poa chaixii"	"Poa"	"chaixii"	"SPECIES"	NA	50	2017	1	25	"2017-01-25T00:00:00.000+0000"	"2017-01-25T21:39:06.000+0000"	"2017-10-27T18:42:15.377+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Owe Rosengren"	"urn:lsid:artportalen.se:Sighting:62978874"	NA	NA	"Artportalen"	NA	"1434021369"	"urn:lsid:artportalen.se:Sighting:62978874"	"urn:lsid:dyntaxa.se:Taxon:222627"	"Owe Rosengren, Tor Jonzon, <U+00C5>ke Berg"	"103834091"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	"blandskog"	"Uppsala"	"Uppland"	"Stadsskogens NR"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"parkgr<U+00F6>e"	"urn:lsid:dyntaxa.se:Taxon:222627"	"More information can be obtained from the Data Provider."	"25"	"25"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1433826247	57.727383	16.661691	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:32:53.163+0000"	"2017-10-27T18:33:04.206+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	100	2017	1	4	"2017-01-04T00:00:00.000+0000"	"2017-01-06T17:29:28.000+0000"	"2017-10-27T18:33:14.855+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Jan Henriksson"	"urn:lsid:artportalen.se:Sighting:62738746"	NA	NA	"Artportalen"	NA	"1433826247"	"urn:lsid:artportalen.se:Sighting:62738746"	"urn:lsid:dyntaxa.se:Taxon:219733"	"Jan Henriksson"	"103609024"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"V<U+00E4>stervik"	"Sm<U+00E5>land"	"Pappersbruket V<U+00E4>stervik"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"4"	"4"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phragmites australis"	1433853568	55.437086	12.971188	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:33:07.347+0000"	"2017-10-27T18:34:54.946+0000"	138	"none"	"HUMAN_OBSERVATION"	5290149	6	7707728	196	1369	3073	2705783	5290149	"Phragmites australis (Cav.) Trin. ex Steud."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phragmites"	"Phragmites australis"	"Phragmites"	"australis"	"SPECIES"	NA	50	2017	1	8	"2017-01-08T00:00:00.000+0000"	"2017-01-08T20:36:13.000+0000"	"2017-10-27T18:34:55.427+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"Kaj Svahn"	"urn:lsid:artportalen.se:Sighting:62769495"	NA	NA	"Artportalen"	NA	"1433853568"	"urn:lsid:artportalen.se:Sighting:62769495"	"urn:lsid:dyntaxa.se:Taxon:219733"	"Kaj Svahn"	"103631149"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Vellinge"	"Sk<U+00E5>ne"	"Inre Foteviken"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"vass"	"urn:lsid:dyntaxa.se:Taxon:219733"	"More information can be obtained from the Data Provider."	"8"	"8"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Phalaris arundinacea"	1425337989	58.898643	5.740711	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:14.870+0000"	"2017-01-23T15:08:24.299+0000"	20	"none"	"HUMAN_OBSERVATION"	5289756	6	7707728	196	1369	3073	2703277	5289756	"Phalaris arundinacea L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Phalaris"	"Phalaris arundinacea"	"Phalaris"	"arundinacea"	"SPECIES"	NA	NA	2017	1	7	"2017-01-07T00:00:00.000+0000"	"2017-01-12T16:52:46.000+0000"	"2017-02-19T07:57:33.706+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16153332"	NA	NA	"SO2-Vascular"	NA	"1425337989"	"NBF:SO2-Vascular:16153332"	NA	"Endre Nygaard"	"16153332"	NA	"NBF"	NA	NA	NA	0	5	0	0	"Rogaland"	"langs jernbanen"	"Stavanger"	"Rogaland"	"Gauselv<U+00E5>gen, Stavanger, Ro"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Agrostis stolonifera"	1425344276	59.3451	10.658996	"cdround,gass84"	"b124e1e0-4755-430f-9eab-894f25a9b59c"	"d3978a37-635a-4ae3-bb85-7b4d41bc0b88"	"NO"	"DWC_ARCHIVE"	"2017-12-21T06:58:17.243+0000"	"2017-01-23T15:08:31.535+0000"	20	"none"	"HUMAN_OBSERVATION"	2706435	6	7707728	196	1369	3073	2706434	2706435	"Agrostis stolonifera L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Agrostis"	"Agrostis stolonifera"	"Agrostis"	"stolonifera"	"SPECIES"	NA	NA	2017	1	19	"2017-01-19T00:00:00.000+0000"	"2017-01-19T21:37:59.000+0000"	"2017-02-16T13:06:59.126+0000"	NA	"http://creativecommons.org/licenses/by/4.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"NO"	"Norway"	NA	"NBF:SO2-Vascular:16204623"	NA	NA	"SO2-Vascular"	NA	"1425344276"	"NBF:SO2-Vascular:16204623"	NA	"K<U+00E5>re Arnstein Lye"	"16204623"	NA	"NBF"	NA	NA	NA	0	20	0	0	"<U+00D8>stfold"	"mellom strandberg"	"Rygge"	"<U+00D8>stfold"	"Brentetangen, nord for Larkollen, Rygge, <U+00D8>s"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Holcus lanatus"	1434132482	58.938606	16.398108	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:51:48.926+0000"	"2017-10-27T18:43:14.247+0000"	138	"none"	"HUMAN_OBSERVATION"	2706164	6	7707728	196	1369	3073	2706162	2706164	"Holcus lanatus L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Holcus"	"Holcus lanatus"	"Holcus"	"lanatus"	"SPECIES"	NA	50	2017	1	29	"2017-01-29T00:00:00.000+0000"	"2017-01-29T23:43:15.000+0000"	"2017-10-27T18:44:56.667+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"H<U+00E5>kan Lernefalk"	"urn:lsid:artportalen.se:Sighting:63098564"	NA	NA	"Artportalen"	NA	"1434132482"	"urn:lsid:artportalen.se:Sighting:63098564"	"urn:lsid:dyntaxa.se:Taxon:220525"	"H<U+00E5>kan Lernefalk"	"103953717"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Katrineholm"	"S<U+00F6>dermanland"	"<U+00D6>verby 500 m SO"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"luddt<U+00E5>tel"	"urn:lsid:dyntaxa.se:Taxon:220525"	"More information can be obtained from the Data Provider."	"29"	"29"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
"Dactylis glomerata"	1434237061	59.590572	18.340499	"gass84,rdatm"	"38b4c89f-584c-41bb-bd8f-cd1def33e92f"	"b8323864-602a-4a7d-9127-bb903054e97d"	"SE"	"DWC_ARCHIVE"	"2018-02-01T01:59:15.105+0000"	"2017-10-27T18:44:51.696+0000"	138	"none"	"HUMAN_OBSERVATION"	2705308	6	7707728	196	1369	3073	2705307	2705308	"Dactylis glomerata L."	"Plantae"	"Tracheophyta"	"Poales"	"Poaceae"	"Dactylis"	"Dactylis glomerata"	"Dactylis"	"glomerata"	"SPECIES"	NA	10	2017	1	31	"2017-01-31T00:00:00.000+0000"	"2017-02-02T23:00:55.000+0000"	"2017-10-27T18:47:33.411+0000"	NA	"http://creativecommons.org/publicdomain/zero/1.0/legalcode"	"none"	"none"	"none"	"WGS84"	"Liliopsida"	"SE"	"Sweden"	"G<U+00F6>ran Frisk"	"urn:lsid:artportalen.se:Sighting:63218661"	NA	NA	"Artportalen"	NA	"1434237061"	"urn:lsid:artportalen.se:Sighting:63218661"	"urn:lsid:dyntaxa.se:Taxon:221193"	"G<U+00F6>ran Frisk, Kristina Nygren Frisk"	"104066916"	NA	"ArtDatabanken"	NA	"00:00:00 - 00:00:00"	NA	0	NA	NA	NA	NA	NA	"Vallentuna"	"Uppland"	"Riala, L<U+00E5>ngsj<U+00F6>n"	"EUROPE"	"Unvalidated"	"Swedish"	"Occurrence"	"Present"	"hund<U+00E4>xing"	"urn:lsid:dyntaxa.se:Taxon:221193"	"More information can be obtained from the Data Provider."	"31"	"31"	"urn:lsid:swedishlifewatch.se:DataProvider:1"	"Free usage"	"Biota;Plantae;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Euphyllophytina;Spermatophytae;Angiospermae;Liliopsida;Poales;Poaceae"	NA	NA	NA	NA	NA	NA	NA	NA
